forecasted_value,lower,upper
830.0999407799565,728.9030416827044,931.2968398772085
896.1510237502783,794.9541246530263,997.3479228475304
885.7070707482343,784.5101716509822,986.9039698454864
354.0309984955773,252.83409939832524,455.2278975928294
199.38144197750538,98.18454288025332,300.5783410747574
781.1882740408957,679.9913749436437,882.3851731381478
964.0704450226257,862.8735459253736,1065.2673441198776
899.5844780117657,798.3875789145136,1000.7813771090177
885.9089133677019,784.7120142704498,987.1058124649539
851.2124653677062,750.0155662704541,952.4093644649582
321.86689389232316,220.6699947950711,423.06379298957523
212.71988089929036,111.5229818020383,313.9167799965424
911.4995181873214,810.3026190900694,1012.6964172845735
1099.274897517109,998.0779984198568,1200.471796614361
1017.7542509833658,916.5573518861137,1118.9511500806177
1004.9752454014947,903.7783463042426,1106.1721444987468
969.7731235561058,868.5762244588537,1070.9700226533578
332.79868939754965,231.60179030029758,433.9955884948017
197.82629502026052,96.62939592300846,299.02319411751256
909.3510080663747,808.1541089691226,1010.5479071636267
1098.3552670584827,997.1583679612306,1199.5521661557348
1018.4625971074031,917.265698010151,1119.6594962046552
1008.5265806353755,907.3296815381234,1109.7234797326275
967.2588734297091,866.061974332457,1068.455772526961
346.1418471252774,244.94494802802535,447.3387462225295
218.97549284201315,117.7785937447611,320.1723919392652
1396.0232701368873,1294.8263710396352,1497.2201692341393
1722.6583117730797,1621.4614126758277,1823.8552108703318
1578.7597274519062,1477.5628283546541,1679.9566265491583
1549.2531324878914,1448.0562333906394,1650.4500315851435
1504.35380334506,1403.156904247808,1605.550702442312
389.20820201249677,288.0113029152447,490.40510110974884
143.8459742355712,42.649075138319134,245.04287333282326
1389.581676470164,1288.384777372912,1490.778575567416
1721.7663250773385,1620.5694259800864,1822.9632241745906
1581.1981182334684,1480.0012191362164,1682.3950173307205
1564.9568594626544,1463.7599603654023,1666.1537585599065
1492.7558930647247,1391.5589939674726,1593.9527921619767
424.7257015537344,323.5288024564823,525.9226006509864
208.24997308565958,107.05307398840752,309.44687218291165
1463.386305977866,1362.189406880614,1564.583205075118
1796.2713601084838,1695.0744610112317,1897.4682592057359
1654.2476326982091,1553.050733600957,1755.4445317954612
1634.3617570739166,1533.1648579766645,1735.5586561711686
1564.49810295616,1463.301203858908,1665.695002053412
433.7199952473049,332.5230961500528,534.9168943445569
197.465930219171,96.26903112191896,298.6628293164231
1460.903740348217,1359.706841250965,1562.1006394454691
1796.2819316564514,1695.0850325591994,1897.4788307537035
1654.670441024788,1553.473541927536,1755.86734012204
1636.467495693431,1535.2705965961788,1737.664394790683
1563.206615196169,1462.009716098917,1664.403514293421
431.9717554571776,330.77485635992554,533.1686545544296
197.59503037975446,96.3981312825024,298.79192947700653
1461.2318049655264,1360.0349058682743,1562.4287040627785
1796.3075789781487,1695.1106798808967,1897.5044780754008
1654.810517106342,1553.61361800909,1756.0074162035942
1636.3807725947636,1535.1838734975115,1737.5776716920157
1563.0796538050968,1461.8827547078447,1664.2765529023488
383.9687467452828,282.7718476480307,485.16564584253484
135.33583479282902,34.13893569557696,236.5327338900811
909.366548092824,808.169648995572,1010.5634471900761
1099.3214907325018,998.1245916352498,1200.518389829754
1026.2664093436056,925.0695102463535,1127.4633084408576
1028.8355568571862,927.6386577599342,1130.0324559544383
957.6701239791914,856.4732248819394,1058.8670230764435
333.83415828946954,232.63725919221747,435.0310573867216
220.65702895250288,119.46012985525083,321.8539280497549
808.6270384657862,707.4301393685341,909.8239375630383
959.0535660347801,857.8566669375281,1060.250465132032
897.1208423640385,795.9239432667864,998.3177414612906
889.1593456300532,787.9624465328011,990.3562447273052
849.7255898365108,748.5286907392588,950.9224889337629
